gene,number,cluster
WWTR1,25937,3
SNED1,25992,3
MOXD1,26002,3
GLCE,26035,3
CHD5,26038,3
UBXN7,26043,3
RNF160,26046,3
FAM169A,26049,3
PYGO1,26108,3
C10orf12,26148,3
KIF26A,26153,3
SLC13A4,26266,3
FBXO5,26271,3
CNNM1,26507,3
CKAP2,26586,3
OR7C1,26664,3
RPS6KC1,26750,3
SNORA74A,26821,3
CACNG5,27091,3
MORC1,27136,3
SIGLEC8,27181,3
DISC1,27185,3
CNTN6,27255,3
TINAG,27283,3
SLCO1B3,28234,3
TAGLN3,29114,3
RACGAP1,29127,3
SENP1,29843,3
NPC1L1,29881,3
NXPH1,30010,3
SH3KBP1,30011,3
SOX8,30812,3
KCNIP1,30820,3
ZNF354C,30832,3
CTAG2,30848,3
DUOX2,50506,3
GALNT9,50614,3
CALY,50632,3
IRX4,50805,3
SPOCK3,50859,3
SOST,50964,3
PPPDE1,51029,3
DERA,51071,3
MLXIPL,51085,3
PLLP,51090,3
GP6,51206,3
RAB9B,51209,3
ARMCX1,51309,3
SLC22A17,51310,3
ANGPT4,51378,3
HPCAL4,51440,3
ANKFY1,51479,3
VCX3A,51481,3
CTDSPL2,51496,3
DTL,51514,3
TAF9B,51616,3
HMP19,51617,3
GHRL,51738,3
GNG13,51764,3
MYOZ2,51778,3
TM6SF2,53345,3
PANK1,53354,3
S1PR5,53637,3
P2RY13,53829,3
FTHL17,53940,3
C21orf29,54084,3
C21orf15,54094,3
UNC93A,54346,3
CYTL1,54360,3
SEMA5B,54437,3
TAF7L,54457,3
PLEKHA5,54477,3
FAM64A,54478,3
PCDH18,54510,3
NECAB2,54550,3
MAGEL2,54551,3
CCNJ,54619,3
PAF1,54623,3
MARCH5,54708,3
IL17RD,54756,3
GIPC2,54810,3
PAQR5,54852,3
ELOVL2,54898,3
SARS2,54938,3
ODAM,54959,3
TESC,54997,3
KIF26B,55083,3
CXorf57,55086,3
SAMD4B,55095,3
GPATCH2,55105,3
WRAP53,55135,3
CEP55,55165,3
KLHL11,55175,3
NUDT11,55190,3
KIRREL,55243,3
VPS53,55275,3
CWF19L1,55280,3
C14orf106,55320,3
FBXL8,55336,3
HJURP,55355,3
PI4K2A,55361,3
C17orf85,55421,3
TNFRSF19,55504,3
MED29,55588,3
ITLN1,55600,3
HIF1AN,55662,3
IPO9,55705,3
FAR2,55711,3
TSR1,55720,3
C1orf112,55732,3
HHAT,55733,3
ENAH,55740,3
NUP133,55746,3
ZNF83,55769,3
ADCY10,55811,3
ARHGAP15,55843,3
BEX1,55859,3
SLC22A11,55867,3
ZNF302,55900,3
C19orf61,56006,3
BARX1,56033,3
PCDHGC4,56098,3
PCDHGB2,56103,3
PCDHGB1,56104,3
PCDHB6,56130,3
GSDMC,56169,3
C21orf62,56245,3
SERTAD4,56256,3
CPXM1,56265,3
CYP26B1,56603,3
KCNK12,56660,3
DPYSL5,56896,3
CA10,56934,3
PRDM9,56979,3
BBX,56987,3
KIF15,56992,3
ADAMTS9,56999,3
SLC17A6,57084,3
ENTPD7,57089,3
C12orf5,57103,3
SLURP1,57152,3
SLC4A10,57282,3
CBX8,57332,3
GJD2,57369,3
ABHD6,57406,3
AS3MT,57412,3
GALNTL1,57452,3
PPM1H,57460,3
KIAA1210,57481,3
LRFN2,57497,3
KCTD16,57528,3
SEMA6A,57556,3
BAHCC1,57597,3
LRFN1,57622,3
MYH7B,57644,3
KIAA1524,57650,3
KIAA1549,57670,3
GPAM,57678,3
ZDBF2,57683,3
VAT1L,57687,3
USP37,57695,3
SEMA4G,57715,3
NGB,58157,3
PROL1,58503,3
DLGAP3,58512,3
LY6G6D,58530,3
C21orf63,59271,3
TRPV4,59341,3
ALX4,60529,3
PAPPA2,60676,3
SLC22A23,63027,3
BCORL1,63035,3
DMRTB1,63948,3
CLSPN,63967,3
PRDM16,63976,3
MYO1G,64005,3
SMOC1,64093,3
XYLT1,64131,3
DPEP2,64174,3
LHX5,64211,3
CHST8,64377,3
GMCL1L,64396,3
CDH24,64403,3
C14orf135,64430,3
NUCKS1,64710,3
CCDC136,64753,3
ISL2,64843,3
VWA1,64856,3
PLEKHG2,64857,3
OBFC2A,64859,3
CDK15,65061,3
ALS2CR4,65062,3
SPATS2,65244,3
WNK4,65266,3
CYP4F12,66002,3
LYNX1,66004,3
TRPM8,79054,3
METT10D,79066,3
LILRP2,79166,3
IRX6,79190,3
CEP97,79598,3
C6orf211,79624,3
ZMAT4,79698,3
ZFHX4,79776,3
RERGL,79785,3
HHIPL2,79802,3
CATSPERB,79820,3
ARHGAP28,79822,3
PDZD3,79849,3
FAM57A,79850,3
PLBD1,79887,3
TNIP3,79931,3
FRMD1,79981,3
TRPM3,80036,3
C6orf208,80069,3
FRAS1,80144,3
ARMC9,80210,3
SCUBE1,80274,3
TET1,80312,3
SP6,80320,3
ULBP1,80329,3
BHLHB9,80823,3
APOL3,80833,3
TM7SF4,81501,3
CSRNP2,81566,3
OR5V1,81696,3
OR12D3,81797,3
CDCA3,83461,3
RTBDN,83546,3
TEX101,83639,3
SESN2,83667,3
C12orf32,83695,3
FAM57B,83723,3
INHBE,83729,3
KCNK16,83795,3
HMCN1,83872,3
FGFBP2,83888,3
GSG2,83903,3
KREMEN1,83999,3
KIRREL2,84063,3
HORMAD1,84072,3
PCGF6,84108,3
QRFPR,84109,3
SLA2,84174,3
SGK196,84197,3
MEX3B,84206,3
LDOC1L,84247,3
PHF6,84295,3
JPH4,84502,3
PARD6G,84552,3
AFAP1L2,84632,3
IL1F10,84639,3
PSRC1,84722,3
CBX2,84733,3
USP30,84749,3
RAX2,84839,3
PTPN5,84867,3
ATOH8,84913,3
CGNL1,84952,3
TOX2,84969,3
C3orf34,84984,3
PAQR8,85315,3
SYDE1,85360,3
NAV1,89796,3
FAM125B,89853,3
SLC25A21,89874,3
VWA5B2,90113,3
TSPAN18,90139,3
EMILIN3,90187,3
KLHL13,90293,3
EXOC3L2,90332,3
FAM110B,90362,3
SHF,90525,3
DUOXA1,90527,3
SEC11C,90701,3
KIFC2,90990,3
IGFN1,91156,3
NUP210L,91181,3
PKDCC,91461,3
ISX,91464,3
PLXNA4,91584,3
TDRD12,91646,3
ACY3,91703,3
LIN52,91750,3
FAM55C,91775,3
MYOZ3,91977,3
TIMM50,92609,3
SHKBP1,92799,3
MYL10,93408,3
ACRC,93953,3
TTYH2,94015,3
LRRC4B,94030,3
TGS1,96764,3
GLCCI1,113263,3
TRIM9,114088,3
SNORD15B,114599,3
PNMA5,114824,3
SMYD4,114826,3
GPRASP2,114928,3
FBXO17,115290,3
GBP5,115362,3
CMTM5,116173,3
CLNK,116449,3
APOA5,116519,3
MED12L,116931,3
SLC16A10,117247,3
GALNTL2,117248,3
PRAP1,118471,3
MORN4,118812,3
ANKRD22,118932,3
AEBP2,121536,3
ANO4,121601,3
TRAPPC6B,122553,3
SOCS4,122809,3
TMEM219,124446,3
MSI2,124540,3
USH1G,124590,3
CPT1C,126129,3
TMIGD2,126259,3
IRGQ,126298,3
ZNF428,126299,3
CYP4F22,126410,3
FBXO27,126433,3
SHE,126669,3
C1orf96,126731,3
IFFO2,126917,3
LIX1L,128077,3
EDARADD,128178,3
C1orf162,128346,3
XIRP2,129446,3
ACMSD,130013,3
FAM3D,131177,3
ZPLD1,131368,3
AFAP1L1,134265,3
LYPD2,137797,3
NKX2-6,137814,3
TMEM71,137835,3
SGCZ,137868,3
UBXN2B,137886,3
AGPAT6,137964,3
FAM123B,139285,3
DOCK11,139818,3
DEFB104A,140596,3
SAMD10,140700,3
TMEM37,140738,3
ZNF280B,140883,3
ITLN2,142683,3
C10orf82,143379,3
SYT9,143425,3
FAM101A,144347,3
GLT1D1,144423,3
ABHD12B,145447,3
ISM2,145501,3
LRFN5,145581,3
C15orf43,145645,3
LOC146336,146336,3
GSG1L,146395,3
PRSS36,146547,3
HRNBP3,146713,3
TMC8,147138,3
SCGB1C1,147199,3
CCBE1,147372,3
CBLN2,147381,3
FAM163A,148753,3
PM20D1,148811,3
C1orf150,148823,3
CLDN19,149461,3
PYHIN1,149628,3
CKAP2L,150468,3
CCDC140,151278,3
GDF7,151449,3
SHISA3,152573,3
LOC157627,157627,3
NKX6-3,157848,3
KCNU1,157855,3
RHOXF1,158800,3
TMEM20,159371,3
CLEC12A,160364,3
DENND5B,160518,3
FSIP1,161835,3
ADAD2,161931,3
OR7D2,162998,3
LPPR5,163404,3
FLJ40434,163742,3
SPRR4,163778,3
KANK4,163782,3
FAM43B,163933,3
UBL4B,164153,3
APCDD1L,164284,3
LRRN4,164312,3
MGC42105,167359,3
CNBD1,168975,3
ZCCHC12,170261,3
NUDT10,170685,3
GSX2,170825,3
WBSCR26,171022,3
B3GNT6,192134,3
NCRNA00189,193629,3
C15orf51,196968,3
NLRC3,197358,3
NLRP7,199713,3
CADM4,199731,3
KRTCAP3,200634,3
LOC201651,201651,3
GJD4,219770,3
GLYATL2,219970,3
HOXA11AS,221883,3
MMD2,221938,3
SRRM3,222183,3
SCUBE3,222663,3
SLC29A4,222962,3
DEFB105A,245908,3
DEFB106A,245909,3
ZNF620,253639,3
FAM26E,254228,3
SLC41A1,254428,3
COL29A1,256076,3
NAPSB,256236,3
PTF1A,256297,3
ST6GALNAC3,256435,3
TCERG1L,256536,3
SERINC5,256987,3
ZNF683,257101,3
ALS2CL,259173,3
ASPM,259266,3
NEAT1,283131,3
GPR133,283383,3
CLEC9A,283420,3
GAS2L3,283431,3
MYO1H,283446,3
C14orf70,283601,3
TMEM84,283673,3
PLA2G4D,283748,3
LOC284023,284023,3
C17orf55,284185,3
CXCL17,284340,3
SCGBL,284402,3
OR14A16,284532,3
CCDC141,285025,3
HTR3E,285242,3
ZNF660,285349,3
C3orf70,285382,3
RNF175,285533,3
KIF4B,285643,3
C5orf60,285679,3
NKAIN3,286183,3
C9orf109,286333,3
TRIM42,287015,3
PRSS53,339105,3
FAM5C,339479,3
ARSI,340075,3
TREML1,340205,3
TREML3,340206,3
AGBL3,340351,3
NRBP2,340371,3
TCEAL5,340543,3
LHFPL1,340596,3
HMX3,340784,3
C11orf53,341032,3
FREM2,341640,3
SLC35F4,341880,3
SMTNL2,342527,3
NCCRP1,342897,3
SYCN,342898,3
RD3,343035,3
FCRL6,343413,3
RSPO4,343637,3
SH3RF3,344558,3
GPR149,344758,3
ATP13A5,344905,3
GNAT3,346562,3
MOGAT3,346606,3
TBX10,347853,3
FAM70B,348013,3
RBPMS2,348093,3
NIPAL4,348938,3
WDR86,349136,3
LCE1E,353135,3
ZNF445,353274,3
FAM101B,359845,3
TMPRSS9,360200,3
GSTK1,373156,3
KIF7,374654,3
C1orf187,374946,3
PEAR1,375033,3
C7orf52,375607,3
KRTAP10-1,386677,3
KRTAP10-3,386682,3
SLC16A12,387700,3
RTL1,388015,3
SHISA6,388336,3
RNF207,388591,3
C2orf71,388939,3
SP5,389058,3
C2orf80,389073,3
C3orf54,389119,3
IQCF2,389123,3
PLSCR5,389158,3
LOC389332,389332,3
MAFA,389692,3
tAKR,389932,3
PAPL,390928,3
PRAMEF18,391003,3
ELFN1,392617,3
FLJ45983,399717,3
UPF0639,400224,3
SH2D5,400745,3
C1orf226,400793,3
DEFB132,400830,3
LOC400940,400940,3
C6orf122,401288,3
PRRT4,401399,3
TMEM215,401498,3
HAPLN4,404037,3
DUOXA2,405753,3
UNC13C,440279,3
LOC440461,440461,3
FLJ42875,440556,3
TRIM67,440730,3
MAP1LC3C,440738,3
TMEM150C,441027,3
C8orf85,441376,3
PGAM4,441531,3
TSPAN11,441631,3
C6orf138,442213,3
EID3,493861,3
SPRN,503542,3
POLR2J3,548644,3
SCARNA9,619383,3
FAM138F,641702,3
FAM196A,642938,3
FAM163B,642968,3
LOC643719,643719,3
ARRDC5,645432,3
C14orf34,645687,3
TMEM14E,645843,3
PRB2,653247,3
AQP12B,653437,3
PRAMEF22,653606,3
OCM,654231,3
FAM138B,654412,3
SCARNA7,677767,3
SCARNA17,677769,3
FAM22A,728118,3
FAM72D,728833,3
PRR20C,729240,3
FAM72A,729533,3
GOLGA8C,729786,3
ABCC6P2,730013,3
LOC730101,730101,3
TMEM229A,730130,3
HAR1A,768096,3
MIMT1,100073347,3
C9orf110,100128385,3
BSPH1,100131137,3
SP9,100131390,3
LOC100131434,100131434,3
NCRNA00092,100188953,3
LOC100190940,100190940,3
LOC100272228,100272228,3
NAT2,10,4
SERPINA3,12,4
ADCY7,113,4
AMY1A,276,4
ATP1A4,480,4
ATP5E,514,4
ATP5I,521,4
AVPR2,554,4
BLK,640,4
MRPL49,740,4
CALB1,793,4
CHGB,1114,4
CHRNA1,1134,4
CHRNB2,1141,4
LTB4R,1241,4
COX7A2,1347,4
COX8A,1351,4
CPA1,1357,4
CRYGS,1427,4
CSF1,1435,4
CSF3R,1441,4
NCAN,1463,4
CYP1A1,1543,4
DYNC1I1,1780,4
EYA1,2138,4
GABRR2,2570,4
GAS2,2620,4
GCG,2641,4
BLOC1S1,2647,4
GFRA1,2674,4
GPC3,2719,4
GPR31,2853,4
GPR32,2854,4
GTF2A2,2958,4
HGD,3081,4
HOXD11,3237,4
HPR,3250,4
ERAS,3266,4
HSPA7,3311,4
ITGAX,3687,4
JAK2,3717,4
KCNF1,3754,4
LCN1,3933,4
LIF,3976,4
LIPC,3990,4
LRPAP1,4043,4
MAB21L1,4081,4
MYOC,4653,4
NEFM,4741,4
NEUROD2,4761,4
NPPA,4878,4
NPPB,4879,4
NPY1R,4886,4
NTRK2,4915,4
NTRK3,4916,4
OAS3,4940,4
OMP,4975,4
PAX1,5075,4
PAX7,5081,4
PDE1C,5137,4
PENK,5179,4
PEX6,5190,4
ABCB1,5243,4
POLR2G,5436,4
MASP1,5648,4
PYY,5697,4
PTPRN2,5799,4
RBP4,5950,4
SNORA63,6043,4
RYR3,6263,4
SCNN1G,6340,4
SRL,6345,4
SEMG2,6407,4
STAT1,6772,4
TAC1,6863,4
CNTN2,6900,4
TBX15,6913,4
TGM1,7051,4
TCHH,7062,4
TLL1,7092,4
TWIST1,7291,4
UBE2G2,7327,4
UPK2,7379,4
VIL1,7429,4
XPNPEP2,7512,4
ZNF80,7634,4
ZNF195,7748,4
BSND,7809,4
HIST1H3I,8354,4
STK16,8576,4
SSNA1,8636,4
ABCB11,8647,4
TNFSF14,8740,4
SIGLEC5,8778,4
FGF17,8822,4
HAP1,9001,4
IL1RL1,9173,4
MAP3K13,9175,4
LHX2,9355,4
TMPRSS11D,9407,4
HAND1,9421,4
MRPL33,9553,4
KIAA0748,9840,4
URB1,9875,4
INSL5,10022,4
APC2,10297,4
NFAT5,10725,4
SIX2,10736,4
NPFFR2,10886,4
PKIG,11142,4
SLITRK3,22865,4
DKK1,22943,4
UNC13A,23025,4
MYO16,23026,4
MLC1,23209,4
CUX2,23316,4
KCNH4,23415,4
PPP1R15A,23645,4
RASGRP3,25780,4
SAMHD1,25939,4
TIMM8B,26521,4
NFU1,27247,4
CCDC56,28958,4
PHPT1,29085,4
ALG5,29880,4
EMR2,30817,4
SLMO2,51012,4
BOLA1,51027,4
GAL,51083,4
TMEM85,51234,4
THEG,51298,4
C2orf28,51374,4
TRMT112,51504,4
ANAPC11,51529,4
PCF11,51585,4
MYOZ2,51778,4
C3orf75,54859,4
SDHAF2,54949,4
COMMD8,54951,4
FBXL8,55336,4
ZNF331,55422,4
SMPD3,55512,4
TDRD1,56165,4
CRTAM,56253,4
LTB4R2,56413,4
ZC3HAV1,56829,4
SLURP1,57152,4
TRIM54,57159,4
MARCH4,57574,4
PLEKHA4,57664,4
RNF213,57674,4
CATSPERG,57828,4
SLC5A7,60482,4
PAPPA2,60676,4
PRDM15,63977,4
MYO1G,64005,4
C10orf54,64115,4
IFIH1,64135,4
NFKBIZ,64332,4
PARP12,64761,4
OBFC2A,64859,4
MRPL11,65003,4
MRP63,78988,4
GDAP1L1,78997,4
TMEM223,79064,4
C7orf10,79783,4
ATP8B4,79895,4
ZC3H12A,80149,4
KRTAP2-1,81872,4
TRPT1,83707,4
IFI27L2,83982,4
PRAM1,84106,4
TXNDC2,84203,4
DPY30,84661,4
TMEM87B,84910,4
C8orf76,84933,4
C12orf62,84987,4
TMEM141,85014,4
FGD3,89846,4
GADD45GIP1,90480,4
DUOXA1,90527,4
SCGB3A1,92304,4
SLC38A5,92745,4
ZNF276,92822,4
MRFAP1,93621,4
MRAP2,112609,4
KLHDC7B,113730,4
SNORD15B,114599,4
MYSM1,114803,4
PNMA5,114824,4
SLC26A9,115019,4
OLIG1,116448,4
DEFB118,117285,4
SNX20,124460,4
SEZ6,124925,4
OCIAD2,132299,4
PXDNL,137902,4
ROMO1,140823,4
LOC145783,145783,4
SLC23A3,151295,4
SHISA3,152573,4
IRX2,153572,4
GIMAP8,155038,4
RHOXF1,158800,4
TCEAL6,158931,4
TBC1D21,161514,4
GBP6,163351,4
C1orf177,163747,4
PARP15,165631,4
STRA13,201254,4
SAMD9L,219285,4
LOC221442,221442,4
FGD2,221472,4
CALHM1,255022,4
C11orf31,280636,4
TMPRSS12,283471,4
C17orf89,284184,4
ZNF841,284371,4
FAM19A3,284467,4
C1orf111,284680,4
IAH1,285148,4
IGSF10,285313,4
RELL2,285613,4
LOC285740,285740,4
C7orf71,285941,4
ARL16,339231,4
PRSS38,339501,4
KLHL38,340359,4
FREM2,341640,4
LEUTX,342900,4
AADACL4,343066,4
FAM71F2,346653,4
GALNTL4,374378,4
C18orf34,374864,4
APITD1,378708,4
C10orf99,387695,4
TSPYL6,388951,4
C4orf52,389203,4
OR1L6,392390,4
NCRNA00200,399706,4
C4orf48,401115,4
PRRT4,401399,4
MIAT,440823,4
RFPL4B,442247,4
PGA3,643834,4
PGA4,643847,4
LOC645752,645752,4
SERPINE3,647174,4
SCARNA16,677781,4
GHRLOS,100126793,4
FLJ41941,100192420,4
ADCY1,107,5
AQP8,343,5
APOC4,346,5
AQP4,361,5
ART3,419,5
CACNB4,785,5
CCNE1,898,5
CDKN1B,1027,5
CDKN1C,1028,5
CEBPG,1054,5
AKR1C4,1109,5
NCAN,1463,5
DCC,1630,5
DDIT3,1649,5
GGT7,2686,5
GRM8,2918,5
CFHR2,3080,5
IL1A,3552,5
ITPR2,3709,5
KCNB1,3745,5
KRT31,3881,5
KRT34,3885,5
LPL,4023,5
LY6H,4062,5
MAGEA3,4102,5
MTTP,4547,5
FXYD1,5348,5
POU3F1,5453,5
RFPL1,5988,5
SLC1A2,6506,5
SSX2,6757,5
TCN1,6947,5
UQCRFS1,7386,5
WNT2B,7482,5
XRCC3,7517,5
ZNF182,7569,5
UXT,8409,5
LTBP4,8425,5
PPFIBP1,8496,5
B3GALT2,8707,5
SERPINB7,8710,5
C19orf2,8725,5
CPNE1,8904,5
NFS1,9054,5
DGKI,9162,5
MED21,9412,5
CREB5,9586,5
KIAA0355,9710,5
TM9SF4,9777,5
KIAA0528,9847,5
ABCC9,10060,5
PQBP1,10084,5
POP4,10775,5
RASSF8,11228,5
GPR45,11250,5
KLHL2,11275,5
ATF5,22809,5
ZNF507,22847,5
RPH3A,22895,5
MAPRE1,22919,5
STK38L,23012,5
NCOA6,23054,5
CUX2,23316,5
POFUT1,23509,5
PIGN,23556,5
PYY2,23615,5
SLC39A6,25800,5
FGFR1OP2,26127,5
TRPC4AP,26133,5
OR7A17,26333,5
HSPC072,29075,5
CTNNA3,29119,5
GAL,51083,5
DDX47,51202,5
PHF20,51230,5
PLA1A,51365,5
VCX2,51480,5
LSR,51599,5
PIGT,51604,5
ERGIC3,51614,5
TM7SF3,51768,5
FXYD7,53822,5
NDUFB11,54539,5
FAM70A,55026,5
GPATCH1,55094,5
UQCC,55245,5
ETNK1,55500,5
TRIM36,55521,5
KIF21A,55605,5
C12orf11,55726,5
EDEM2,55741,5
CMAS,55907,5
KLHL7,55975,5
TEX14,56155,5
ARNTL2,56938,5
C12orf4,57102,5
KLHDC5,57542,5
PCDH10,57575,5
GRAMD1A,57655,5
MRPS35,60488,5
SPANXC,64663,5
PLEKHF1,79156,5
OR5H2,79310,5
B3GNT4,79369,5
ZMAT4,79698,5
SYNPO2L,79933,5
SPHKAP,80309,5
SEL1L2,80343,5
PDRG1,81572,5
RTP3,83597,5
C19orf12,83636,5
WDR87,83889,5
ANKRD27,84079,5
CCDC123,84902,5
ZNF30,90075,5
TGIF2LX,90316,5
LOC90586,90586,5
PAGE5,90737,5
FOXP2,93986,5
TUBA3E,112714,5
TUBA3D,113457,5
TSGA13,114960,5
HAUS1,115106,5
PNLIPRP3,119548,5
WDR88,126248,5
ZNF792,126375,5
C1orf125,126859,5
BPIL3,128859,5
FAM83C,128876,5
TMEM182,130827,5
SYNPR,132204,5
WBSCR28,135886,5
C7orf31,136895,5
ABRA,137735,5
OR1L8,138881,5
MAGEB16,139604,5
ALG10B,144245,5
DPY19L3,147991,5
ZNF599,148103,5
LOC148189,148189,5
ADIG,149685,5
HFM1,164045,5
DQX1,165545,5
SPANXE,171489,5
C12orf53,196500,5
MGC23270,196872,5
GDPD4,220032,5
DEFB123,245936,5
ZNF396,252884,5
NUDT8,254552,5
LYG2,254773,5
TXNDC8,255220,5
COL24A1,255631,5
GCET2,257144,5
PRSS33,260429,5
C10orf53,282966,5
RPL13P5,283345,5
VSTM1,284415,5
YIPF7,285525,5
PPM1J,333926,5
TMEM202,338949,5
PRAMEF10,343071,5
LOC360030,360030,5
OR11H4,390442,5
OR3A4,390756,5
OR7G2,390882,5
FAM180B,399888,5
SOHLH1,402381,5
VCX3B,425054,5
TARM1,441864,5
H2AFB1,474382,5
ASPDH,554235,5
CT47A10,728036,5
C12orf71,728858,5
OC90,729330,5
HAR1B,768097,5
UBE2DNL,100131816,5
RNU4ATAC,100151683,5
AGER,177,6
AGT,183,6
ALDOC,230,6
ALPI,248,6
AMY1A,276,6
APBB2,323,6
APOA2,336,6
ATF3,467,6
ATM,472,6
BAI1,575,6
BDKRB2,624,6
CACNB1,782,6
CAPN3,825,6
RUNX2,860,6
CETN2,1069,6
CHAD,1101,6
CHGB,1114,6
CHKA,1119,6
CHRND,1144,6
CHRNG,1146,6
CKS1B,1163,6
CKS2,1164,6
CLCN6,1185,6
CLK1,1195,6
COL4A3,1285,6
COL4A4,1286,6
COL7A1,1294,6
COL11A2,1302,6
COL13A1,1305,6
KLF6,1316,6
CST2,1470,6
CST4,1472,6
CTGF,1490,6
CTSL2,1515,6
DGKA,1606,6
DIAPH1,1729,6
DLX5,1749,6
DMP1,1758,6
DPYS,1807,6
ATN1,1822,6
DSPP,1834,6
SLC26A2,1836,6
DUSP1,1843,6
EIF1AX,1964,6
ENDOG,2021,6
EPOR,2057,6
ERBB2,2064,6
EZH1,2145,6
FOXD1,2297,6
GBX2,2637,6
KAT2A,2648,6
GLRA2,2742,6
GNRH1,2796,6
NPBWR2,2832,6
GPR35,2859,6
GRIA4,2893,6
HIST1H1C,3006,6
HIST1H2AE,3012,6
HIST1H2BB,3018,6
HABP2,3026,6
HGFAC,3083,6
HIVEP2,3097,6
ZBTB48,3104,6
HMGB3,3149,6
HOXC4,3221,6
HOXC6,3223,6
HSBP1,3281,6
HTR1F,3355,6
CYR61,3491,6
INPPL1,3636,6
ITGA2B,3674,6
ITGAE,3682,6
ITIH2,3698,6
ITPR1,3708,6
ITPR3,3710,6
JUN,3725,6
KCNJ14,3770,6
KCNN1,3780,6
KIF5B,3799,6
KRTAP5-9,3846,6
KRT7,3855,6
KRT81,3887,6
LASP1,3927,6
LHCGR,3973,6
LIG3,3980,6
LRCH4,4034,6
LY6H,4062,6
MAN2C1,4123,6
MAT2A,4144,6
AFF1,4299,6
MLLT4,4301,6
MLLT6,4302,6
NDP,4693,6
DRG1,4733,6
NFIX,4784,6
NKTR,4820,6
NNAT,4826,6
NPHS1,4868,6
NTRK3,4916,6
NTS,4922,6
NUMA1,4926,6
PRDX1,5052,6
PER1,5187,6
PNMT,5409,6
Sep.05,5413,6
POU5F1,5460,6
POU5F1B,5462,6
PPL,5493,6
PPP4C,5531,6
RELN,5649,6
PYY,5697,6
PSMD3,5709,6
PSMD10,5716,6
PYGM,5837,6
RGL2,5863,6
RAD51L3,5892,6
RANBP1,5902,6
RBMS1,5937,6
REN,5972,6
RFX1,5989,6
RHD,6007,6
RHO,6010,6
RRAD,6236,6
S100A9,6280,6
SCNN1G,6340,6
SEMG1,6406,6
SIM2,6493,6
SIX3,6496,6
SLC6A4,6532,6
SLC8A3,6547,6
SLC12A1,6557,6
SLC25A1,6576,6
SNRNP70,6625,6
SNRPD3,6634,6
SPTB,6710,6
SSR4,6748,6
SUPT6H,6830,6
SVIL,6840,6
T,6862,6
TCEA3,6920,6
TCEB3,6924,6
TEAD1,7003,6
TERC,7012,6
TNFAIP1,7126,6
TPR,7175,6
TSHR,7253,6
TST,7263,6
UBE2A,7319,6
SCGB1A1,7356,6
VGF,7425,6
XDH,7498,6
ZNF32,7580,6
ZBTB16,7704,6
ZNF200,7752,6
MAP3K12,7786,6
PRDM2,7799,6
EVI5,7813,6
MANF,7873,6
MLL2,8085,6
TCL1A,8115,6
PAR5,8123,6
PNPLA4,8228,6
TMEM187,8269,6
ARID1A,8289,6
HIST1H2AB,8335,6
HIST1H2AM,8336,6
HIST2H2AA3,8337,6
HIST1H2BN,8341,6
HIST1H2BO,8348,6
HIST1H3G,8355,6
HIST1H3H,8357,6
HIST1H3B,8358,6
HIST1H4D,8360,6
HIST1H4J,8363,6
HIST1H4H,8365,6
PIP4K2B,8396,6
FOXN1,8456,6
ITGA10,8515,6
TCAP,8557,6
NPFF,8620,6
EIF4G3,8672,6
JMJD7-PLA2G4B,8681,6
NOL4,8715,6
TNFRSF25,8718,6
MTMR3,8897,6
HIST1H3F,8968,6
HIST1H2AG,8969,6
MGAM,8972,6
BTAF1,9044,6
UNC119,9094,6
TBX19,9095,6
ARHGEF1,9138,6
KCNAB3,9196,6
BCL7C,9274,6
SFRS11,9295,6
NRXN1,9378,6
NAPSA,9476,6
SLC25A27,9481,6
ATP6V1G1,9550,6
GABBR2,9568,6
PPIP5K1,9677,6
CROCC,9696,6
KIAA0100,9703,6
RUSC2,9853,6
FARP2,9855,6
POM121,9883,6
LRRC37A,9884,6
RBM19,9904,6
ZBTB40,9923,6
PAN2,9924,6
ABCC5,10057,6
KCNK7,10089,6
BCAP31,10134,6
THOC4,10189,6
INADL,10207,6
SRRM1,10250,6
CNKSR1,10256,6
SPEG,10290,6
APBB3,10307,6
PPIH,10465,6
HBXIP,10542,6
PRDX4,10549,6
DLL3,10683,6
MASP2,10747,6
PPP1R13L,10848,6
PGRMC1,10857,6
SLC26A1,10861,6
OCLM,10896,6
BRD8,10902,6
STARD3,10948,6
KCNQ1OT1,10984,6
ATF7,11016,6
CPSF6,11052,6
CD160,11126,6
SFRS16,11129,6
CAPN10,11132,6
LSM6,11157,6
BAZ2A,11176,6
WDR6,11180,6
CTRC,11330,6
RBM16,22828,6
PPM1E,22843,6
NLRP1,22861,6
MLXIP,22877,6
HMGXB3,22993,6
MAPKBP1,23005,6
SPEN,23013,6
GOLGA8A,23015,6
KDM1A,23028,6
SARM1,23098,6
LPIN1,23175,6
NBEAL2,23218,6
KAZ,23254,6
KIAA1107,23285,6
CUX2,23316,6
SASH1,23328,6
FNBP4,23360,6
MMD,23531,6
SEZ6L,23544,6
BRD7P3,23629,6
BHMT2,23743,6
PRPF40B,25766,6
TECPR1,25851,6
SFRS18,25957,6
DNAH1,25981,6
ULK3,25989,6
L3MBTL,26013,6
ZNF500,26048,6
POLDIP2,26073,6
TTLL3,26140,6
C14orf109,26175,6
OPTC,26254,6
NGFRAP1,27018,6
PKD2L2,27039,6
CACYBP,27101,6
ARRDC2,27106,6
AFF4,27125,6
STK36,27148,6
AHDC1,27245,6
LSM3,27258,6
